id,NestCode,Latitude,Longitude,Date,Year,Spec,Status,Presence
54,NP2022-1,43.474346,69.863915,5/4/2022,2022,Neophron percnopterus,Live nest,1
55,NP2022-10,43.28107,69.47685,7/15/2022,2022,Neophron percnopterus,Live nest,1
56,NP2022-11,43.22346,69.4037,7/15/2022,2022,Neophron percnopterus,Live nest,1
57,NP2022-14,42.87692,69.77452,7/20/2022,2022,Neophron percnopterus,Live nest,1
58,NP2022-2,43.596149,69.88046,5/5/2022,2022,Neophron percnopterus,Live nest,1
59,NP2022-3,43.632805,69.449749,5/6/2022,2022,Neophron percnopterus,Live nest,1
60,NP2022-5B,43.733736,68.004941,5/12/2022,2022,Neophron percnopterus,Live nest,1
61,NP2022-6,43.837818,67.836046,5/13/2022,2022,Neophron percnopterus,Live nest,1
62,NP2022-7,43.9287 ,67.721057,5/16/2022,2022,Neophron percnopterus,Live nest,1
63,NP2022-8,44.038105,67.629676,5/17/2022,2022,Neophron percnopterus,Live nest,1
64,NP2022-9,43.656420,69.335820,7/14/2022,2022,Neophron percnopterus,Live nest,1
65,NP2022G-01,43.218971,69.782718,7/16/2022,2022,Neophron percnopterus,Live nest,1
66,NP2022G-03,43.001569,69.817203,7/20/2022,2022,Neophron percnopterus,Live nest,1
67,NP-KZ14-1,42.891703,70.947306,4/27/2022,2022,Neophron percnopterus,Live nest,1
68,NP-KZ15-1 (NP02),42.81662,70.94396,4/27/2022,2022,Neophron percnopterus,Live nest,1
69,NP-KZ24-2,43.655192,70.152725,5/3/2022,2022,Neophron percnopterus,Live nest,1
70,NP-KZ28-2,43.514431,69.883877,5/5/2022,2022,Neophron percnopterus,Live nest,1
71,NP-KZ29-2,43.543433,69.80069,5/4/2022,2022,Neophron percnopterus,Live nest,1
72,FC-KZ595-2 (FC03B),43.442301 ,68.981953,5/8/2022,2022,Neophron percnopterus,Occupied bt,1
73,NP2022-4,43.470684,68.873615,5/9/2022,2022,Neophron percnopterus,Occupied bt,1
74,NP2022-12,43.183214,69.780455,7/18/2022,2022,Neophron percnopterus,Occupied bt,1
75,NP2022-13,43.06214,69.71958,7/19/2022,2022,Neophron percnopterus,Occupied bt,1
76,NP2022-15,42.84476,69.786921,7/21/2022,2022,Neophron percnopterus,Occupied bt,1
77,NP2022-17A,42.78743,69.746684,7/22/2022,2022,Neophron percnopterus,Occupied bt,1
78,NP2022-18,43.399957,69.127344,7/25/2022,2022,Neophron percnopterus,Occupied bt,1
79,NP2022G-02,42.991164,69.764325,7/19/2022,2022,Neophron percnopterus,Occupied bt,1
80,NP-HZ1,43.536609,69.498408,5/6/2022,2022,Neophron percnopterus,Occupied bt,1
81,NP-KZ20B,42.831122,69.84485,7/23/2022,2022,Neophron percnopterus,Occupied bt,1
82,NP-KZ21-2,43.13711,69.54887,7/16/2022,2022,Neophron percnopterus,Occupied bt,1
83,NP-KZ25,43.190405,70.386967,7/11/2022,2022,Neophron percnopterus,Occupied bt,1
84,NP-KZ35-2,43.073867,69.890489,7/5/2022,2022,Neophron percnopterus,Occupied bt,1
85,NP-KZ36-1 (NP06),42.99665,69.97498,7/5/2022,2022,Neophron percnopterus,Occupied bt,1
86,NP-KZ37-1 (NP07),42.86605,70.05078,7/5/2022,2022,Neophron percnopterus,Occupied bt,1
87,NP2022-25jul,43.379289,69.090143,7/25/2022,2022,Neophron percnopterus,Occupied bt,1
88,OBED15JUL-NP,43.23757,69.420927,7/15/2022,2022,Neophron percnopterus,Occupied bt,1
89,Superkupalka-NP,43.538837,69.957933,7/13/2022,2022,Neophron percnopterus,Occupied bt,1
90,Sterv-old1,43.411131,70.036127,7/12/2022,2022,Neophron percnopterus,Occupied bt,1
91,NP2022-16B Borolday1,42.875236,69.825647,7/21/2022,2022,Neophron percnopterus,Occupied bt,1
92,NP2022-Boralday2,42.874656,69.878827,7/23/2022,2022,Neophron percnopterus,Occupied bt,1
93,NP2022-Boralday3,42.791773,69.786934,7/23/2022,2022,Neophron percnopterus,Occupied bt,1
94,NP2022-Boralday4,42.79504,69.703749,7/23/2022,2022,Neophron percnopterus,Occupied bt,1
95,NP2022-5,43.73059,68.005736,5/12/2022,2022,Neophron percnopterus,Alternative nest,1
96,NP-FC-perch,43.394336,69.131158,7/25/2022,2022,Neophron percnopterus,Alternative nest,1
97,NP2022-16A,42.862279,69.827721,7/20/2022,2022,Neophron percnopterus,Alternative nest,1
98,NP2022-17B,42.77565,69.766393,7/23/2022,2022,Neophron percnopterus,Alternative nest,1
99,Pris01,42.8596805555556,70.0528,7/4/2022,2022,Neophron percnopterus,Alternative nest,1
100,NP-KZ23,43.531338,70.572338,4/23/2010,2010,Neophron percnopterus,Live nest,1
101,NP-KZ24-1 (NP14),43.65019,70.1418,4/22/2010,2010,Neophron percnopterus,Live nest,1
102,NP-KZ43-1 (NP12),43.45701,68.825276,4/16/2010,2010,Neophron percnopterus,Live nest,1
103,NP-KZ14,42.891703 ,70.947015,4/5/2010,2010,Neophron percnopterus,Occupied bt,1
104,NP-KZ15-1 (NP02),42.81662,70.94396,4/5/2010,2010,Neophron percnopterus,Occupied bt,1
105,NP-KZ16,42.932627,71.121512,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
106,NP-KZ17,42.87162,70.79618,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
107,NP-KZ18,42.634593,70.477697,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
108,NP-KZ19,42.693127,70.402473,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
109,NP-KZ20,42.82992,69.84876,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
110,NP-KZ21,43.128515,69.553837,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
111,NP-KZ22-1,43.422,70.6429,4/23/2010,2010,Neophron percnopterus,Occupied bt,1
112,NP-KZ25,43.190405,70.386967,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
113,NP-KZ26-1 (NEST),43.24263,70.29129,4/8/2010,2010,Neophron percnopterus,Occupied bt,1
114,NP-KZ27,43.085389,69.846038,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
115,NP-KZ28,43.516403,69.879951,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
116,NP-KZ29,43.540157,69.798922,6/5/2003,2010,Neophron percnopterus,Occupied bt,1
117,NP-KZ33 (NP03),43.192506,70.326098,4/8/2010,2010,Neophron percnopterus,Occupied bt,1
118,NP-KZ34-1 (NP04A),43.14435,69.93725,4/10/2010,2010,Neophron percnopterus,Occupied bt,1
119,NP-KZ35-1 (NP05),43.08525,69.88986,4/11/2010,2010,Neophron percnopterus,Occupied bt,1
120,NP-KZ36-1 (NP06),42.99665,69.97498,4/11/2010,2010,Neophron percnopterus,Occupied bt,1
121,NP-KZ37-1 (NP07),42.86605,70.05078,4/12/2010,2010,Neophron percnopterus,Occupied bt,1
122,NP-KZ38-1,42.92967,69.98977,4/12/2010,2010,Neophron percnopterus,Occupied bt,1
123,NP-KZ39-1 (NP08),43.436411,68.912613,4/15/2010,2010,Neophron percnopterus,Occupied bt,1
124,NP-KZ40 (NP09),43.594624,68.956481,4/16/2010,2010,Neophron percnopterus,Occupied bt,1
125,NP-KZ41 (NP10),43.55645,68.92598,4/16/2010,2010,Neophron percnopterus,Occupied bt,1
126,NP-KZ42-1 (NP11),43.48982,68.8502,4/16/2010,2010,Neophron percnopterus,Occupied bt,1
127,NP-KZ44-1,43.461088,68.714191,4/17/2010,2010,Neophron percnopterus,Occupied bt,1
128,NP-KZ45-1 (NP13),43.87722,67.9518,4/18/2010,2010,Neophron percnopterus,Occupied bt,1
129,NP-KZ15,42.814381,70.940054,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
130,NP-KZ22,43.420866,70.628511,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
131,NP-KZ24,43.649985 ,70.141436,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
132,NP-KZ26,43.247325,70.286167,6/5/2003,2010,Neophron percnopterus,Alternative nest,1
133,NP-KZ34-2 (NP04B),43.1467,69.93247,4/10/2010,2010,Neophron percnopterus,Alternative nest,1
134,NP-KZ44-2,43.46661,68.71099,4/17/2010,2010,Neophron percnopterus,Alternative nest,1
135,,44.11447,69.58409,,,,,0
136,,44.12334,69.33896,,,,,0
137,,44.12482,69.29364,,,,,0
138,,44.30248,69.59541,,,,,0
139,,44.25516,69.52158,,,,,0
140,,44.28159,69.52193,,,,,0
141,,44.22749,69.38849,,,,,0
142,,44.27502,69.14758,,,,,0
143,,44.2679,69.2183,,,,,0
144,,44.22732,69.16131,,,,,0
145,,42.36318,70.59049,,,,,0
146,,42.36391,70.59714,,,,,0
147,,42.34995,70.65272,,,,,0
148,,42.37513,70.61972,,,,,0
149,,42.35607,70.57397,,,,,0
150,,42.83027,71.97576,,,,,0
151,,42.8121,71.99882,,,,,0
152,,42.80555,71.99899,,,,,0
153,,42.80366,71.94818,,,,,0
154,,42.80599,71.96054,,,,,0
155,,42.82205,71.94844,,,,,0
156,,42.8172,71.91651,,,,,0
157,,42.82601,71.93608,,,,,0
158,,42.82998,71.89111,,,,,0
159,,42.82274,71.92604,,,,,0
160,,42.82973,71.91969,,,,,0
161,,42.82028,71.9117,,,,,0
162,,42.20164,71.55956,,,,,0
163,,42.20634,71.51218,,,,,0
164,,42.19744,71.489,,,,,0
165,,42.18778,71.45295,,,,,0
166,,42.22135,71.38429,,,,,0
167,,42.23113,71.34755,,,,,0
168,,42.20024,71.40317,,,,,0
169,,42.2066,71.39116,,,,,0
170,,42.21245,71.34103,,,,,0
171,,42.22808,71.2837,,,,,0
172,,42.23505,71.22335,,,,,0
173,,42.21064,71.26455,,,,,0
174,,42.26707,71.16464,,,,,0
175,,42.29844,71.14679,,,,,0
176,,42.31304,71.03195,,,,,0
177,,42.29932,71.12345,,,,,0
178,,42.2644,70.98663,,,,,0
179,,42.2964,70.99144,,,,,0
180,,42.28244,70.97771,,,,,0
181,,42.29818,71.04843,,,,,0
182,,42.30631,70.96398,,,,,0
183,,41.86705,70.11962,,,,,0
184,,41.87044,70.12855,,,,,0
185,,41.86756,70.14648,,,,,0
186,,41.8781,70.31575,,,,,0
187,,41.92946,70.19765,,,,,0
188,,41.89088,70.19765,,,,,0
189,,41.92206,70.2258,,,,,0
190,,42.1251,70.45547,,,,,0
191,,42.11161,70.43882,,,,,0
192,,42.09492,70.41462,,,,,0
193,,42.07454,70.4081,,,,,0
194,,42.09225,70.43264,,,,,0
195,,42.07403,70.38303,,,,,0
196,,42.0883,70.5262,,,,,0
197,,42.1074,70.49496,,,,,0
198,,42.12166,70.46886,,,,,0
199,,42.15883,70.53478,,,,,0
200,,42.28098,70.77919,,,,,0
201,,42.31755,70.84013,,,,,0
202,,42.32593,70.80717,,,,,0
203,,42.3093,70.78382,,,,,0
204,,42.31197,70.70434,,,,,0
205,,42.31108,70.65628,,,,,0
206,,42.36986,70.80829,,,,,0
207,,42.34601,70.80987,,,,,0
208,,42.34278,70.81781,,,,,0
209,,42.36352,70.82201,,,,,0
210,,42.36935,70.7815,,,,,0
211,,42.33434,70.71833,,,,,0
212,,42.33028,70.68743,,,,,0
213,,43.51892,69.44972,,,,,0
214,,43.52365,69.4371,,,,,0
215,,43.49264,69.4258,,,,,0
216,,43.42335,69.61423,,,,,0
217,,43.49624,69.68282,,,,,0
218,,43.50678,69.65643,,,,,0
219,,43.51128,69.63992,,,,,0
220,,43.54076,69.54966,,,,,0
221,,43.54428,69.53882,,,,,0
222,,43.13145,71.04275,,,,,0
223,,43.141,71.0317,,,,,0
224,,43.24426,70.91756,,,,,0
225,,43.25173,70.91156,,,,,0
226,,43.28397,70.87473,,,,,0
227,,43.83696,70.97569,,,,,0
228,,43.82306,70.97015,,,,,0
229,,43.80279,70.96917,,,,,0
230,,43.76375,70.94385,,,,,0
231,,43.6979,70.93246,,,,,0
232,,43.68603,70.93098,,,,,0
233,,43.65247,70.9273,,,,,0
234,,43.66613,70.92669,,,,,0
235,,43.61491,70.92616,,,,,0
236,,43.6049,70.922,,,,,0
237,,43.538,70.89834,,,,,0
238,,43.50666,70.88672,,,,,0
239,,43.51727,70.86874,,,,,0
240,,43.75541,70.1009,,,,,0
241,,43.75249,70.10914,,,,,0
242,,43.80446,70.18468,,,,,0
243,,43.78359,70.53459,,,,,0
244,,43.79325,70.53438,,,,,0
245,,43.6788,70.51204,,,,,0
246,,43.69026,70.52674,,,,,0
247,,43.70425,70.52009,,,,,0
248,,43.71473,70.50871,,,,,0
249,,43.58749,70.25615,,,,,0
250,,43.6105,70.24267,,,,,0
251,,43.54992,70.3302,,,,,0
252,,43.56528,70.31544,,,,,0
253,,43.72211,69.52105,,,,,0
254,,43.71209,69.52736,,,,,0
255,,43.40769,70.01426,,,,,0
256,,43.41001,70.0075,,,,,0
257,,43.41152,70.00806,,,,,0
258,,43.42378,69.98241,,,,,0
259,,43.42235,69.97198,,,,,0
260,,43.42989,69.94932,,,,,0
261,,43.44086,69.90654,,,,,0
262,,43.42841,69.92538,,,,,0
263,,43.43405,69.92658,,,,,0
264,,43.36774,68.11575,,,,,0
265,,43.37398,68.10506,,,,,0
266,,42.78709,69.66183,,,,,0
267,,42.80634,69.65745,,,,,0
268,,42.79888,69.65852,,,,,0
269,,42.93529,69.63914,,,,,0
270,,42.93441,69.62481,,,,,0
271,,42.94641,69.63125,,,,,0
272,,42.99413,69.50153,,,,,0
273,,42.99909,69.5193,,,,,0
274,,43.00887,69.45414,,,,,0
275,,43.01165,69.44382,,,,,0
276,,43.01199,69.44794,,,,,0
277,,43.02834,69.40554,,,,,0
278,,43.03806,69.37833,,,,,0
279,,43.03751,69.28101,,,,,0
280,,43.04717,69.28093,,,,,0
281,,43.08324,69.17525,,,,,0
282,,43.08958,69.13556,,,,,0
283,,43.74196,67.52379,,,,,0
284,,43.66094,67.61279,,,,,0
285,,43.93067,68.81427,,,,,0
286,,44.12568,68.484,,,,,0
287,,44.05713,68.56502,,,,,0
288,,43.48596,70.62168,,,,,0
289,,43.51211,70.61412,,,,,0
290,,43.27161,70.44214,,,,,0
291,,43.27842,70.42841,,,,,0
292,,43.28498,70.41262,,,,,0
293,,43.19888,70.46677,,,,,0
294,,43.18909,70.41849,,,,,0
295,,43.19102,70.40635,,,,,0
296,,43.14583,70.43204,,,,,0
297,,43.14878,70.47701,,,,,0
298,,42.9085,70.52594,,,,,0
299,,42.71693,70.87394,,,,,0
300,,42.71983,70.87235,,,,,0
301,,42.73665,70.87703,,,,,0
302,,42.80411,71.07508,,,,,0
303,,42.80619,71.13173,,,,,0
304,,42.80505,71.1089,,,,,0
305,,42.94962,70.88679,,,,,0
306,,42.93974,70.83446,,,,,0
307,,42.93348,70.7873,,,,,0
308,,42.933,70.76014,,,,,0
309,,42.94745,70.6829,,,,,0
310,,42.9433,70.71165,,,,,0
311,,42.92602,70.73139,,,,,0
312,,42.91726,70.78219,,,,,0
313,,42.90368,70.75764,,,,,0
314,,42.95533,71.04441,,,,,0
315,,42.94559,71.0693,,,,,0
316,,42.94666,71.11076,,,,,0
317,,42.95043,71.08123,,,,,0
318,,43.27638,71.57612,,,,,0
319,,43.28049,71.56233,,,,,0
320,,43.28027,71.5689,,,,,0
321,,43.40102,71.56953,,,,,0
322,,43.38262,71.57047,,,,,0
323,,43.39971,71.58292,,,,,0
324,,43.41504,71.54985,,,,,0
325,,43.40794,71.54839,,,,,0
326,,43.38129,71.46051,,,,,0
327,,43.40357,71.45222,,,,,0
328,,43.40258,71.41548,,,,,0
329,,43.41586,71.40707,,,,,0
330,,43.4345,71.3845,,,,,0
331,,43.95765,70.96252,,,,,0
332,,43.94195,70.94724,,,,,0
333,,43.91574,70.94742,,,,,0
334,,43.92413,70.86048,,,,,0
335,,43.93291,70.83913,,,,,0
336,,43.94447,70.82488,,,,,0
337,,43.9517,70.83433,,,,,0
338,,43.93712,70.70346,,,,,0
339,,43.93119,70.72093,,,,,0
340,,43.93502,70.71234,,,,,0
341,,43.93008,70.63402,,,,,0
342,,43.92828,70.61887,,,,,0
343,,43.92163,70.57769,,,,,0
344,,43.92504,70.56894,,,,,0
345,,43.92833,70.51925,,,,,0
346,,43.93246,70.5187,,,,,0
347,,43.96702,70.47802,,,,,0
348,,43.96864,70.48637,,,,,0
349,,43.96833,70.47435,,,,,0
350,,43.96914,70.47506,,,,,0
351,,44.01638,70.41846,,,,,0
352,,44.01046,70.44103,,,,,0
353,,44.01537,70.42262,,,,,0
354,,44.03731,70.3797,,,,,0
355,,44.05276,70.45947,,,,,0
356,,44.21148,70.08601,,,,,0
357,,44.21296,70.07966,,,,,0
358,,44.14824,70.23819,,,,,0
359,,44.14972,70.23019,,,,,0
360,,44.1484,70.23716,,,,,0
361,,44.15038,70.24014,,,,,0
362,,44.15063,70.24293,,,,,0
363,,44.09923,70.31164,,,,,0
364,,44.0971,70.31299,,,,,0
365,,44.09623,70.32912,,,,,0
366,,44.0642,70.32974,,,,,0
367,,43.98569,70.33008,,,,,0
368,,43.98813,70.33115,,,,,0
369,,44.00367,70.32057,,,,,0
370,,44.00627,70.31737,,,,,0
371,,44.01318,70.31548,,,,,0
372,,44.01507,70.31136,,,,,0
373,,43.99041,70.28638,,,,,0
374,,43.99152,70.28638,,,,,0
375,,43.99913,70.28726,,,,,0
376,,44.00629,70.28606,,,,,0
377,,43.95342,70.36467,,,,,0
378,,43.93841,70.37411,,,,,0
379,,43.93272,70.36064,,,,,0
380,,43.89953,70.2836,,,,,0
381,,43.9157,70.25283,,,,,0
382,,43.91703,70.23995,,,,,0
383,,43.91091,70.24699,,,,,0
384,,43.92455,70.23708,,,,,0
385,,43.93092,70.23004,,,,,0
386,,43.92999,70.21364,,,,,0
387,,43.91245,69.80943,,,,,0
388,,43.91463,69.80649,,,,,0
389,,43.89762,69.77001,,,,,0
390,,43.90811,69.71885,,,,,0
391,,43.9363,69.7216,,,,,0
392,,43.97387,69.78271,,,,,0
393,,43.96102,69.71542,,,,,0
394,,44.00183,67.2298,,,,,0
395,,44.0739,67.122,,,,,0
396,,44.11828,67.03754,,,,,0
397,,44.13307,66.95926,,,,,0
398,,44.0149,67.47507,,,,,0
399,,44.01368,67.46924,,,,,0
400,,44.01511,67.44408,,,,,0
401,,44.00755,67.43767,,,,,0
402,,44.00216,67.42584,,,,,0
403,,44.00121,67.43305,,,,,0
404,,43.99357,67.41169,,,,,0
405,,43.97372,67.37392,,,,,0
406,,43.96192,67.35203,,,,,0
407,,43.67196,68.09498,,,,,0
408,,43.62636,68.05283,,,,,0
409,,43.63289,68.05658,,,,,0
410,,43.62419,68.05996,,,,,0
411,,43.60025,68.07593,,,,,0
412,,43.60143,68.06814,,,,,0
413,,43.5809,68.08903,,,,,0
414,,43.57263,68.09672,,,,,0
415,,43.54693,68.11906,,,,,0
416,,43.54635,68.1203,,,,,0
417,,43.5452,68.12416,,,,,0
418,,43.54748,68.11409,,,,,0
419,,43.53503,68.19262,,,,,0
420,,43.53536,68.19015,,,,,0
421,,43.53735,68.17702,,,,,0
422,,43.53592,68.20303,,,,,0
423,,43.53549,68.19897,,,,,0
424,,43.53379,68.21454,,,,,0
425,,43.52815,68.23342,,,,,0
426,,43.52577,68.24782,,,,,0
427,,43.52397,68.2946,,,,,0
428,,43.44346,68.55729,,,,,0
429,,43.43966,68.55304,,,,,0
430,,43.42716,68.63167,,,,,0
431,,43.43209,68.61965,,,,,0
432,,43.43215,68.60124,,,,,0
433,,43.43243,68.69557,,,,,0
434,,43.4314,68.68536,,,,,0
435,,43.43177,68.72531,,,,,0
436,,43.43636,68.74351,,,,,0
437,,43.43311,68.76938,,,,,0
438,,43.69861,69.23927,,,,,0
439,,43.7125,69.21867,,,,,0
440,,43.76707,69.17472,,,,,0
441,,43.68892,69.11189,,,,,0
442,,43.6554,69.08924,,,,,0
443,,43.64745,69.06743,,,,,0
444,,43.61465,69.04615,,,,,0
